22/02/2024
SCRIP CODE	SCRIP NAME	CAPITAL(No. of shares in lacs)
526331	Advance Multitech Ltd.	40.76781
526335	Shreyas Intermediates Ltd.	708.53900
526345	Panjon Ltd.	154.98700
526349	Nirbhay Colours India Limited	33.50000
526355	Duropack Ltd	52.72200
526365	SWARNSARITA JEWELS INDIA LIMIT	208.76800
526367	Ganesh Housing Corporation Ltd	833.87090
526371	NMDC Ltd	29306.05850
526373	Cindrella Hotels Ltd.	36.00000
526381	Patel Integrated Logistics Ltd	645.85746
526385	Gujarat Perstorp Electronics L	138.30000
526397	Alphageo (India)Ltd.	63.64767
526407	HAMPTON SKY REALTY LIMITED	2742.07700
526409	Kkalpana Industries (India) Lt	940.72930
526415	OK Play India Ltd.	290.28115
526423	Kriti Industries (India) Ltd.	496.03520
526431	Welterman International Ltd.	44.41300
526433	ASM Technologies Ltd.	109.72270
526435	Perfectpac Limited	66.59500
526439	Ambitious Plastomac Ltd.	58.10000
526441	Vision Cinemas Limited	626.17716
526443	Datasoft Application Software	11.31840
526445	Indrayani Biotech Ltd.	342.27192
526468	Euro Leder Fashion Ltd.	44.73600
526471	Winsome Breweries Ltd.	276.68900
526473	Elegant Floriculture & Agrotec	200.00000
526477	South Asian Enteprises Ltd.	40.00000
526479	Sky Industries Ltd	78.90541
526481	Phoenix International Ltd.	167.89560
526488	BHUDEVI INFRA PROJECTS LIMITED	45.89238
526490	Pratik Panels Ltd.	638.98500
526492	Rishiroop Limited	91.63603
526494	PROMACT IMPEX LIMITED	65.11800
526500	Sterling Green  Woods  Limited	42.39688
526504	Dolphin Medical Services Ltd.	150.99952
526506	Systematix Corporate Services	129.80258
526508	Shahi Shipping Limited	144.94874
526512	Interlink Petroleum Ltd.	249.21200
526519	Alpine Housing Development Cor	173.21898
526521	Sanghi Industries Ltd.	2583.26000
526525	WORLDWIDE ALUMINIUM LIMITED	32.86300
526530	IIRM HOLDINGS INDIA LIMITED	84.26600
526532	Square Four Projects India Lim	196.17800
526538	Maximaa Systems ltd.	580.01255
526544	Scanpoint Geomatics Limited	693.07248
526546	Choksi Laboratories Ltd.	69.65263
526550	Country Club Hospitality & Hol	1634.64735
526554	Salguti Industries Ltd.	75.36700
526558	James Hotels ltd.	80.00500
526568	Longview Tea Company ltd.	29.96500
526570	Midwest Gold Ltd	32.70000
526574	Enterprise International Limit	29.84600
526576	TECHINDIA NIRMAN LIMITED	183.26000
526582	TPL Plastech Limited	780.03000
526586	Wim Plast Ltd.	120.03360
526588	Photoquip India Ltd.	60.00800
526596	Liberty Shoes Ltd.	170.40000
526604	Lippi Systems Ltd.	70.00000
526608	Electrotherm (India) Ltd	127.42814
526612	Blue Dart Express Ltd.	237.27934
526614	Expo Gas Containers Ltd.	190.36400
526616	National Plastic Industries Lt	91.29600
526622	MFL India Ltd	3602.92000
526628	Ajwa Fun World & Resorts Ltd	63.90000
526638	Texel Industries Ltd.	83.39689
526640	Royale Manor Hotels & Industri	188.82200
526642	Mirza International  Limited	1382.01900
526650	Tourism Finance Corpn. Of Indi	903.72448
526652	Cals Refineries Ltd	82939.63100
526654	Thakker's Developers Ltd.	90.00000
526662	Rajdarshan Industries Ltd.	31.08300
526666	Bhartiya International Ltd.	122.09411
526668	Kamat Hotels (India) ltd.	246.52863
526671	Matra Kaushal Enterprise Limit	2017.17850
526675	Tirth Plastic Ltd.	44.50680
526677	DSJ KEEP LEARNING LIMITED	875.88047
526683	Univa Foods Limited	143.22800
526687	Polo Hotels Ltd.	223.74253
526689	Fenoplast ltd.	46.00000
526703	Ecoplast Ltd.	30.00000
526705	Elegant Marbles & Grani Indust	36.60000
526707	Alchemist Limited	135.59800
526709	BITS Ltd	1118.75000
526711	Adarsh Plant Project Ltd.	99.11500
526717	HCP PLASTENE BULKPACK LIMITED	106.74837
526721	Nicco Parks And Resorts Ltd.	468.00000
526723	NTC INDUSTRIES LIMITED	119.44000
526725	Sandesh Ltd.	75.69421
526727	Garnet Construction Ltd.	139.02200
526729	Goldiam International Ltd.	1067.95122
526731	Bright Brothers Ltd.	56.80235
526737	Corporate Courier and Cargo Lt	72.00000
526739	Narmada Gelatines Ltd.	60.49587
526741	Credence Sound & Vision Ltd.	223.50500
526747	P.G.Foils Ltd.	117.95000
526751	Gratex Industries Ltd.	30.34800
526755	Velan Hotels Ltd.	319.64119
526761	Howard Hotels Limited	91.13200
526773	Pressure Sensitive Systems (In	1483.62000
526775	Valiant Communications Ltd.	72.23460
526783	Dr.Agarwals Eye Hospital Ltd.	47.00000
526795	Mahasagar Travels Ltd.	78.63500
526797	Greenply Industries Ltd	1236.90395
526799	Union Quality Plastics Ltd.	69.26381
526807	Seamec Ltd	254.25000
526813	Raghunath International Ltd.	50.00200
526817	Cheviot Co.Ltd.	60.16875
526821	Dai-Ichi Karkaria Ltd.	74.51229
526823	Rajeswari Infrastructure Limit	47.30900
526827	Spice Islands Apparels ltd.	43.00000
526829	Confidence Petroleum India Lim	2848.91923
526839	Shelter Infra Projects Limited	35.70161
526841	Shakti Press Ltd.	35.20200
526843	Atlanta Devcon Limited	140.64049
526847	Ashirwad Steels & Industries	125.00000
526849	Banaras Beads Ltd.	66.36222
526851	Arex Industries Ltd.	39.58700
526853	Bilcare Ltd.	235.45231
526859	ISF LIMITED	950.00000
526861	Rishi Laser  Ltd.	91.92600
526865	Jainco Projects (India) Ltd.	100.00000
526869	Kumbhat Financial Services Ltd	47.50000
526871	Intec Capital Limited	183.66250
526873	Rajasthan Gases Ltd.	53.73800
526877	Siddheswari Garments Ltd.	33.09900
526881	63 Moons Technologies Limited	460.78537
526883	Shikhar Consultants Ltd.	45.35500
526885	Sarla Performance Fibers Ltd	835.03000
526887	Indo Credit Capital Ltd.	72.30800
526891	Market Creators Ltd.	50.00000
526899	HIMALAYA FOOD INTERNATIONAL LI	578.72884
526901	Sonal Adhesives Ltd.	60.61000
526905	Padmanabh Industries Limited	60.77500
526917	CHD Developers Ltd	1285.92286
526921	Twentyfirst Century Management	105.00000
526925	Bobshell Electrodes Ltd.	60.06000
526927	Dion Global Solutions Limited	322.27406
526931	Hariyana Ship Breakers Ltd.	61.66667
526935	ARUNIS ABODE LIMITED	30.00000
526941	Vaishno Cement Co. Ltd.	89.50200
526945	Tyroon Tea Co. Ltd.	34.02100
526947	La Opala RG Ltd.	1110.00000
526951	Stylam Industries Limited	169.48060
526953	Venus Remedies Ltd.	133.66988
526957	UNIPLY DECOR LIMITED	1223.42850
526959	Woodsvilla Limited	60.14000
526961	LAST MILE ENTERPRISES LIMITED	168.88768
526965	Gujarat Craft Industries Ltd.	48.88300
526967	Heera Ispat Ltd.	58.82800
526971	Dhoot Industrial Finance Ltd.	63.18000
526977	Crimson Metal Engineering Comp	44.28207
526981	SHRI BAJRANG ALLIANCE LIMITED	90.00000
526983	Ashoka Refineries Ltd.	34.01900
526987	Urja Global Limited	5254.53377
527001	Ashapura Minechem Ltd	914.86098
527005	Shree Pacetronix Ltd	35.99400
527007	Atcom Technologies Ltd.	153.40000
530001	Gujarat Alkalis & Chemicals Lt	734.36928
530005	India Cements Ltd.	3098.97201
530007	JK Tyre & Industries Ltd.	2607.23629
530011	Mangalore Chemicals & Fertilis	1185.15150
530017	Standard Industries Ltd.	643.28941
530019	JUBILANT PHARMOVA LIMITED	1592.81139
530023	THE INVESTMENT TRUST OF INDIA	522.42217
530025	Samyak International Limited	62.47200
530027	Aadi Industries Ltd	100.00000
530035	Santosh Fine-Fab Ltd.	35.24600
530037	Sree Jayalakshmi Autospin Ltd.	44.78200
530039	Lords Chemicals Ltd.	125.30000
530043	Acknit Industries Ltd	30.40000
530045	Titan Securities Ltd.	250.16200
530047	Mohota Industries Limited	147.07092
530049	J.J.Exporters Ltd.	92.62250
530053	REAL ECO-ENERGY LIMITED	200.00000
530055	Harmony Capital Services Ltd.	30.00900
530057	Vivanza Biosciences Limited	400.00000
530063	Yashraj Containeurs Ltd.	170.00000
530065	Lords Ishwar Hotels Limited	74.70000
530067	CSL Finance Limited	227.82621
530071	Parsoli Corporation Ltd.	280.27127
530073	Sanghvi Movers Ltd.	432.88000
530075	Selan Exploration Technology L	152.00000
530077	Freshtrop Fruits Ltd.	98.94902
530079	Faze Three Ltd.	243.19000
530093	ACE EDUTREND LIMITED	91.60900
530095	PRADHIN LIMITED	36.48800
530109	ANUPAM FINSERV LIMITED	1156.37500
530111	Raj Packaging Industries Ltd.	45.69750
530117	PRIVI SPECIALITY CHEMICALS LIM	390.62706
530119	Natraj Proteins Ltd.	37.47000
530125	Samrat Pharmachem Ltd.	30.89700
530127	NPR Finance Ltd.	59.89600
530129	Nile Ltd.	30.01900
530131	Udaipur Cement Works Limited	5605.37670
530133	Amco India Ltd.	41.10000
530135	Optiemus Infracom Limited	858.57191
530139	Kreon Finnancial Services Limi	202.22000
530141	Gyan Developers & Builders Ltd	30.00000
530145	Kisan Mouldings Ltd.	338.63065
530149	KSL AND INDUSTRIES LTD	1006.68325
530151	Vijay Textiles Ltd.	183.05000
530161	Garodia Chemicals Ltd.	72.00200
530163	Kerala Ayurveda Limited	111.10670
530167	Moongipa Capital Finance Ltd.	30.54800
530169	Mohit Paper Mills Ltd.	140.00000
530171	Daulat Securities Ltd.	50.00000
530173	Oscar Global Ltd	33.00000
530175	Odyssey Technologies Ltd.	158.07075
530177	SPS International Ltd	42.37900
530179	RSC International Limited	57.49700
530185	Surat Trade and Mercantile Lim	2220.24870
530187	Atharv Enterprises Limited	170.00000
530197	FUNDVISER CAPITAL (INDIA) LIMI	36.90000
530199	Themis Medicare Ltd.	920.27700
530201	KALLAM TEXTILES LTD	528.10562
530207	Brawn Biotech Limited	30.00300
530213	Fortune International Ltd.	70.40000
530215	Kings Infra Ventures Limited	245.05450
530217	Swojas Energy Foods Ltd.	309.62650
530219	Nutricircle Limited	2.71780
530231	Subhash Silk Mills Ltd.	42.40500
530233	Auro Laboratories Ltd.	62.32500
530235	KJMC Financial Services Ltd.	47.85740
530239	Suven Life Sciences Ltd.	2180.73717
530243	Mangalya Soft-Tech Ltd.	5.19996
530245	Aryaman Financial Services Ltd	116.82000
530249	Bridge Securities Ltd.	33.61300
530251	Risa International Limited	1595.00250
530253	Rajasthan Tube Mfg. Co	45.07800
530255	Kay Power And Paper Ltd	106.40000
530259	Inter State Oil Carrier Ltd	49.92300
530263	Global Capital Markets Ltd.	3982.96000
530265	Sainik Finance and Industries	108.80000
530267	Saboo Brothers Ltd.	60.96200
530271	Rich Universe Network Ltd	72.52800
530281	Quantum Digital Vision (India)	30.35000
530289	S.P.Capital Financing Ltd.	60.12200
530291	PAOS INDUSTRIES LIMITED	61.03600
530295	Shri Rajivlochan Oil Extractio	40.93000
530299	Kothari Products Ltd.	298.43865
530305	Piccadily Agro Industries ltd.	943.39280
530307	Chaman Lal Setia Exports Ltd.	517.33550
530309	Chandra Prabhu International L	184.90000
530313	KIMIA BIOSCIENCES LIMITED	473.12741
530315	Hindustan Tin Works Ltd.	103.99683
530317	Godavari Drugs Ltd.	75.30500
530331	Premco Global Ltd.	33.04800
530333	Emgee Cables & Communications	54.05500
530341	Mukesh Babu Financial Services	69.70900
530343	Genus Power Infrastructures Lt	2577.75552
530355	ASIAN ENERGY SERVICES LTD	390.18561
530357	KBS INDIA LIMITED	1082.11880
530361	PRABHHANS INDUSTRIES LIMITED	62.48240
530363	Ugar Sugar Works Ltd.	1125.00000
530365	Orient Bell Limited	145.73576
530367	NRB Bearings Ltd.	969.22600
530369	Vamshi Rubber Ltd.	42.06800
530377	Nila Infrastructures Ltd	3938.89200
530393	DB(INTERNATIONAL)Stock Brokers	350.00000
530401	Vinyoflex Ltd.	43.19000
530405	Jindal Capital Ltd.	72.08100
530407	EPIC Energy Ltd.	72.11500
530419	Sumedha Fiscal Services Ltd.	79.84424
530421	Kuwer Industries Ltd.	90.76072
530423	CRB Share Custodian Services L	60.00000
530427	Choksi Imaging Ltd.	39.00000
530429	Ashish Polyplast Ltd.	33.97500
530431	Ador Fontech Ltd	350.00000
530433	Shiva Global Agro Industries L	99.93000
530439	Siddha Ventures Limited	99.98000
530443	Kiran Syntex Ltd.	42.49900
530445	Sumeru Industries Ltd.	720.00000
530449	Rungta Irrigation Ltd.	199.21783
530457	Cinerad Communications Ltd.	52.00000
530459	Valson Industries Ltd.	76.60800
530461	Saboo Sodium Chloro Ltd.	419.71481
530467	Gujarat Cypromet Ltd.	120.00100
530469	GSL Securities Ltd.	32.50000
530475	Tinna Rubber and Infrastructur	171.29500
530477	Vikram Thermo (India) Ltd.	313.57850
530495	STRATMONT INDUSTRIES LIMITED	34.97880
530499	A.K.Capital Services Ltd.	66.00000
530517	Relaxo Footwears Ltd.	2489.38586
530521	Virat Industries Ltd.	49.23340
530525	Sheetal Diamonds Ltd.	223.75000
530533	Terai Tea Co. Ltd.	68.79300
530537	Manraj Housing Finance Ltd.	50.00000
530543	Marg Ltd	508.18459
530545	Cosco (India) ltd.	41.61000
530547	Ken Financial Services Ltd.	30.00100
530549	Shilpa Medicare Ltd.	868.01898
530555	Paramount Communications Ltd.	2796.09890
530557	NCL Research And Financial Ser	10703.28000
530565	Archana Software Ltd.	60.66700
530571	Explicit Finance Limited	92.67600
530577	Ladderup Finance Ltd.	128.52600
530579	U. Y. FINCORP LIMITED	1902.38329
530581	Ekam Leasing & Finance Co. Ltd	60.00000
530585	Swastika Investmart Ltd	29.59700
530589	Prima Plastics Ltd.	110.00470
530595	TeleCanor Global Limited	113.90914
530601	Jagsonpal Finance & Leasing Lt	55.00400
530605	GSL Nova Petrochemicals Limite	270.00000
530609	Carnation Industries Ltd.	34.57160
530611	Sturdy Industries Ltd.	1512.53694
530615	Garg Furnace Ltd.	40.08700
530617	Sampre Nutritions Ltd.	68.70000
530621	Akar Auto Industries Limited	107.88010
530627	Vipul Organics Limited	129.11875
530643	Eco Recycling Limited	192.96750
530655	Goodluck India Limited	317.73909
530663	Goyal Associates Ltd.	469.37500
530665	Zenith Health Care Ltd.	537.39000
530667	Sri Nandaa Spinners Limited	150.00000
530669	ACE ENGITECH LIMITED	33.03400
530675	York Exports Ltd.	33.62800
530677	Supreme Holdings & Hospitality	371.76853
530683	Pithampur Poly Products Ltd.	48.74000
530689	Lykis Limited	193.75155
530695	Prime Property Development Cor	169.71080
530697	Zenlabs Ethica Limited	65.10015
530699	Raj Rayon Industries Limited	5560.82495
530701	KDJ Holidayscapes and Resorts	546.56000
530703	Info-Drive Software Ltd.	6552.08200
530705	Flora Textiles Ltd.	60.00000
530709	Gowra Leasing & Finance Ltd.	30.00300
530711	Jagan Lamps Ltd.	73.00583
530713	AJEL Limited	116.50000
530715	Alps Industries Ltd.	391.14100
530723	Asit C Mehta Financial Service	82.46012
530733	ENCODE PACKAGING INDIA LIMITED	31.52100
530735	Super Bakers (India) Ltd.	30.21600
530741	Ovobel Foods Ltd.	95.00800
530745	ACS TECHNOLOGIES LIMITED	1016.85900
530747	CHALLANI CAPITAL LIMITED	150.00000
530755	Coral Newsprints Ltd.	50.52700
530757	Shentracon Chemicals Ltd.	44.38143
530759	Sterling Tools Ltd.	360.24211
530765	AGARWAL FORTUNE INDIA LIMITED	35.09600
530771	KLG Capital Services Ltd.	32.02400
530773	IVRCL LTD	7828.97692
530777	Infra Industries Ltd.	59.83100
530779	Dynamic Protfolio Management &	116.91800
530781	International Housing Finance	179.64500
530787	Inland Printers Ltd.	49.43760
530789	Ceejay Finance Limited	34.50000
530795	Suncity Synthetics Ltd.	49.45800
530797	Shree Ganesh Elastoplast Ltd	55.02000
530799	Anna Infrastructures Ltd	38.00000
530801	Diamond Infosystems Ltd	4020.00000
530803	Bhageria Industries Limited	436.44180
530805	Onesource Ideas Venture Limite	30.75000
530809	BNR Udyog Ltd.	30.00000
530813	KRBL Ltd.	2288.89892
530815	Refnol Resins & Chemicals Ltd.	30.89900
530821	SSPDL Limited	129.29250
530825	Daikaffil Chemicals India Ltd.	60.00000
530829	Cil Securities Ltd.	50.00000
530839	Clio Infotech Ltd.	110.10950
530841	Shri Bholanath Carpets Limited	48.00000
530843	Cupid Limited	134.17749
530845	Sunshield Chemicals Ltd.	73.53060
530853	Hipolin Ltd.	31.31300
530855	GDL Leasing & Finance ltd.	30.10100
530859	Cosboard Industries Ltd.	42.93800
530871	Chembond Chemicals Ltd.	134.48288
530879	CAPITAL INDIA FINANCE LIMITED	777.34260
530881	Arunjyoti Bio Ventures Limited	20.70900
530883	Super Crop Safe Ltd.	402.14500
530889	Alka India Ltd.	2500.00000
530891	RKB Agro Industries Limited	32.49300
530897	N.G.Industries Ltd.	33.50500
530899	Asia Pack Ltd.	26.37420
530905	Sai Industries Ltd.	30.00000
530907	S.I.Capital And Financial Serv	36.00000
530909	ERP Soft Systems Ltd.	39.60000
530915	J.R. Foods Limited	95.00000
530917	R.R.Securities Ltd.	30.18100
530919	Remsons Industries Ltd.	57.13357
530921	Integrated Thermoplastics Ltd.	62.87800
530925	Ramsons Projects Ltd.	30.06500
530927	Haryana Financial Corporation	192.22700
530929	Euro Asia Exports Ltd.	15.68800
530931	Stanpacks (India) Ltd.	60.96000
530943	Sri Adhikari Brothers Televisi	349.44500
530951	RAMINFO LIMITED	67.13640
530953	Sunil Agro Foods ltd.	30.02900
530959	Diana Tea Co.Ltd.	149.91000
530961	Vikas EcoTech Limited	12883.56024
530965	Indian Oil Corporation Ltd.	141212.38383
530973	Alfa Ica (India) Ltd	40.40000
530977	Shri Keshav Cements and Infra	160.37752
530979	India Home Loan Limited	142.81755
530985	JPT Securities Ltd.	30.06000
530991	Roopa Industries Ltd.	78.65520
530993	Sarthak Global Ltd.	30.00000
530997	Unique Organics Ltd.	59.53000
530999	Balaji Amines Ltd.	324.01000
531003	Swarna Securities Ltd.	30.00000
531013	Sun Granite Export Limited	106.78600
531015	Venmax Drugs And Pharmaceutica	52.38930
531017	Arihants Securities ltd.	50.00000
531025	Visagar Financial Services Ltd	5839.15645
531027	Libord Securities Ltd.	50.00000
531029	Bharat Textiles & Proofing Ind	58.57140
531033	Regal Entertainment & Consulta	30.72100
531035	Justride Enterprises Limited	151.23160
531039	Swadha Nature Limited	40.94500
531041	Competent Automobiles Co. Ltd.	64.09500
531043	Dhanvantri Jeevan Rekha Ltd.	40.98400
531047	Advance PowerInfra Tech Limite	117.50000
531049	Neelkanth Rockminerals ltd.	50.43700
531051	Vintage Securities Ltd.	36.66800
531065	Oswal Overseas Ltd	129.22100
531067	Contil India Limited	30.94400
531069	Vijay Solvex Ltd.	32.01263
531080	Shri Krishna Devcon Limited	280.00000
531082	Alankit Limited	2245.58100
531083	Nihar Info Global Ltd.	104.07748
531085	Lakhani India Ltd.	134.53000
531088	Tulip Star Hotels Ltd.	46.10000
531091	United Credit ltd.	53.27823
531092	OM INFRA LIMITED	963.03809
531099	Checkpoint Trends Limited	54.68300
531105	Scan Organics Ltd.	111.10000
531109	Ishan Dyes & Chemicals Ltd.	209.68147
531111	Gothi Plascon (India) Ltd.	102.00000
531112	BALU FORGE INDUSTRIES LIMITED	1025.91900
531119	Ceenik Exports (india) Ltd.	33.50000
531120	Patel Engineering Ltd	7736.17228
531126	Virtualsoft Systems Ltd.	102.97600
531127	MENA MANI INDUSTRIES LIMITED	1003.46990
531129	Inani Marbles & Industries Ltd	186.00000
531130	Modi Hoover International Ltd.	244.20000
531137	Gemstone Investments Ltd.	747.50000
531144	El Forge Ltd.	203.24304
531146	Medicamen Biotech Ltd.	126.51100
531147	Alicon Castalloy Limited	161.11840
531148	Enchante Jewellery Ltd.	71.73300
531153	Diligent Industries Limited	1143.60000
531155	Epsom Properties Limited	74.52800
531156	Alfavision Overseas (India) Lt	315.26000
531157	Organic Coatings Ltd.	76.74600
531158	Catvision Limited	54.53600
531161	ABM Knowledgeware Ltd.	200.02200
531162	Emami Ltd	4404.08119
531163	Kemistar Corporation Limited	107.59408
531164	Laser Diamonds Ltd.	40.50000
531168	Associated Ceramics Ltd.	20.44730
531169	SKP Securities Ltd.	68.08800
531171	Devika Proteins Ltd.	102.77200
531173	Syschem (India) Ltd.	398.63000
531175	BLS Infotech Limited	4376.94813
531176	Mefcom Capital Markets Ltd.	457.00840
531178	Hemang Resources Limited	132.00000
531179	Arman Financial Services Limit	97.87346
531190	Tavernier Resources Limited	59.79000
531191	Filtron Engineers Ltd.	26.16500
531192	Midas Infra Trade Limited	1220.00000
531196	Gagan Polycot India Ltd.	100.00000
531198	Dhanada Corporatin Limited	443.84448
531199	Glance Finance Ltd.	22.55900
531201	Shilchar Technologies Ltd.	76.26800
531203	TRADEWELL HOLDINGS LIMITED	30.04400
531205	TINE AGRO LIMITED	251.13458
531207	Raymed Labs. Ltd.	42.73500
531209	Nucleus Software Exports Ltd	267.73324
531210	Colinz Laboratories ltd.	25.19100
531211	Wellness Noni Limited	32.00000
531212	Nalin Lease Finance Ltd.	65.58180
531213	Manappuram Finance Limited	8464.34729
531215	RTS Power Corporation Ltd.	91.68500
531216	Comfort Intech Ltd	3199.38080
531219	Shyama Infosys Ltd.	100.64400
531221	Mayur Floorings Ltd.	50.71200
531223	Anjani Synthetics Limited	147.50000
531225	XTGLOBAL INFOTECH LIMITED	1329.68455
